Idioms,en,ko
,Just ignore her. She's all bark and no bite.,그냥 무시해. 걔는 입만 살았어.
,"I heard he has threatened you with dire consequences if you don not stop that construction. Don’t worry, he is all bark and no bite.",공사를 중단하지 않으면 끔찍한 결과를 초래할 것이라고 위협했다고 들었습니다. 걱정하지 마세요. 그는 입만 살았지 진짜 그렇게 할 자신은 없는 사람입니다.
,"He looks rough and dangerous, somewhat like a gangster and talks tough, but he is all bark and no bite.","겉모습은 거칠고 위험해 보이며, 마치 깡패같기도 하고, 터프한 말을 하지만, 입만 살았지 진짜 그렇게 하지는 못합니다."
,Jimmy goes on about how he would have done things better had he been in someone else’s place. but he is all bark and no bite.,Jimmy는 자신이 다른 사람의 자리에 있었다면 어떻게 더 잘했을지 계속해서 설명합니다. 하지만 그는 입만 살았지 그렇게 하지는 못합니다.
,"He has threatened me that he will break my leg if I ever go near his house again, but I guess he is all bark and no bite.","그는 내가 다시 그의 집 근처에 가면 내 다리를 부러뜨릴 것이라고 위협했지만, 아마도 그는 입만 살았지 진짜 그렇게는 못할 겁니다."
,"He has these grand plans of being an entrepreneur and owning a big business, but he never takes any action. He is all bark and no bite.",그는 기업가가 되어 대기업을 소유하겠다는 원대한 계획을 갖고 있지만 결코 어떤 행동도 취하지 않습니다. 그는 입만 살아서 말만 많습니다.
,"His manager had threatened to fire him if he came late again, but did not care much. He knew it was all bark and no bite.",그의 매니저는 그가 또 늦게 오면 그를 해고하겠다고 위협했지만 크게 개의치 않았습니다. 그는 그것이 모두 입만 살아서 말 뿐이지 행동으로 옮기지 못할 것을 알고 있었습니다.
All Greek to me,He says that quantum physics isn't so difficult but it's all Greek to me.,그는 양자물리학이 그렇게 어렵지는 않지만 나에게는 모두 뭐가 뭔지 하나도 알 수가 없었다.
,"to explain how the system works, but it’s all Greek to me.",그녀가 그 시스템의 작동법에 대해서 설명을 해 주려 했지만 나는 뭐가 뭔지 하나도 알 수가 없었다.
,That professor can explain and explain and it's still all Greek to me.,그 교수님이 아무리 설명해도 나는 전혀 못 알아 듣겠다.
All in a day's work,Screaming through red lights to find a house burning down. All in a day's work if you are a fireman.,빨간불 사이로 비명을 지르며 집이 불타고 있는 것을 발견합니다. 소방관이라면 당연한 일입니다.
,"Putting up with rude customers isn't pleasant, but it's all in a day's work.","무례한 손님에 대해 참는다는 것은 즐겁진 않지만, 그것은 당연한 일입니다."
,Don't be surprised as this is all in the day's work here.,그것이 여기서는 아주 일상적인 일이므로 놀라워하지 마라.
,He was surprised as this is all in the day's work here.,그는 이것이 아주 일상적인 일이라는 것을 보고 놀랄 것이다.
,"When you're a nurse, cleaning up vomit is all in a day's work.",간호사라면 토사물을 치우는 것이 아주 일상적인 일과입니다.
All the way,She didn’t speak a word to me all the way back home.,그녀는 집으로 돌아오는 내내 나에게 한 마디 말도 하지 않았다.
,I’m fighting him all the way.,나는 그와 온 힘을 다해 싸우고 있다.
,Don’t tell me how it ends—I haven't read it all the way through yet.,그것이 어떻게 끝나는지 말하지 마. 내가 그걸 아직 다 안 읽었으니까.
All thumbs,I just can't manage to tie this bow tie - I'm all thumbs.,나는 이 나비넥타이를 묶을 수가 없어요. 나는 완전 손재주가 없어요.
,"I'm all thumbs, but I like knitting.",저는 손재주가 없지만 손뜨개질하는 것을 좋아해요.
,I'm afraid I'm all thumbs when it comes to sewing.,나는 바느질에는 손재주가 없는데 어쩌지.
,The janitor is all thumbs and can never fix things.,그 관리인은 정말 손재주가 없어서 고칠 수 있는 게 없다.
Alphabet soup,All those institutions of the European parliament are confusing - a real alphabet soup.,유럽 의회의 모든 기관은 혼란스럽습니다. 이해하기 어려운 약어 입니다.
,Forgive me for using alphabet soup.,이해하기 어려운 말을 써서 미안합니다.
An arm and a leg,It will cost you an arm and a leg to buy.,그거 사려면 거금이 들 거예요. 
,That new lawnmower is top of the range. It cost me an arm and a leg.,그 새로운 잔디 깎는 기계는 제품군의 최고입니다. 매우 비쌉니다.
,"If you shop around, you won't have to pay an arm and a leg.","여러 가지로 돌아다니며 조사하다 보면, 터무니없는 값을 치루지 않아도 되는 게 아닐까."
,It's gonna cost me an arm and a leg.,내 허리가 휘청거릴 텐데.
,"Oh, actually it cost me an arm and a leg.",실제로 엄청난 거금이 들었지.
,"It cost an arm and a leg, so I didn't buy it.",내 허리가 휘청거려서 사지 않았다.
,The house cost him an arm and a leg.,그는 집을 사느라 허리가 휘청거렸다.
An axe to grind,She had no axe to grind and was only acting out of concern for their safety.,그녀는 다른 속셈은 없이 오직 그들의 안전을 우려하여 행동을 취하고 있었다.
,You people have an axe to grind or something?,너희들 뭔가 꿍꿍이나 다른 속셈이 있는거 아니야?
,I don't have an axe to grind with anybody life is too short.,인생은 짧기때문에 나는 어느 누구에게도 다른 속셈을 가지고 있지않다.
,Like most good journalists he gets his stories by cultivating sources within departments who have an axe to grind and actually does his homework.,"대부분의 훌륭한 저널리스트들처럼, 그는 자신의 기사 정보를 행정 부서 내에서 불평불만이 있고 아울러 실제로 자신의 과제를 보조해주는 소식통을 양성함으로써 얻어 냈습니다."
An open and shut case,He was caught with the stolen money and the police had his picture at the crime scene on CCTV - it was an open and shut case.,그는 훔친 돈을 가지고 붙잡혔고 경찰은 범죄 현장에서 그의 사진을 CCTV에 담아두었습니다. 이는 간단히 해결할 수 있는 사건이였습니다.
,It's an open and shut case.,간단히 해결할 수 있는 사건이다.
,We thought it was an open and shut case.,우리는 그것이 아주 간단한 사건이라고 생각했다.
Apples and pears,I lost lots of weight by going up the apples and pears.,저는 계단 오르기로 살을 많이 뺐어요.
,Time for bed Jimmy - get yourself up the apples and pears.,지미는 잠자리에 들 시간입니다. 계단으로 올라가세요.
,I'm going up the apples.,나는 계단을 올라가고 있어요.
At the drop of a hat,The company can’t expect me to move my home and family at the drop of a hat.,내가 즉각 내 집과 가족을 옮겨갈 거라고 회사가 바랄 수는 없어요.
,They were always ready to help. Just say the word and they'd be there at the drop of a hat.,그들은 언제나 도울 준비가 되어 있었습니다. 그냥 말만 하면 그들은 즉시 거기에 있을 것입니다.
,The company can’t expect me to move my home and family at the drop of a hat.,내가 즉각 내 집과 가족을 옮겨갈 거라고 회사가 바랄 수는 없어요.
,"If you need help, just call on me. I can come at the drop of a hat.",자네가 내 도움이 필요할 때는 망설이지 말고 전화를 주게. 나는 즉시 갈 수 있으니까.
Away with the fairies,"Reality is, he's away with the fairies.",사실은 그는 정신이 나갔어.
,"She says she is going to star in Johnny Depp's next movie. If you ask me, she's away with the fairies.","조니 뎁의 차기작에 출연한다고 하는데요. 저한테 물어보시면, 그녀는 정신이 나갔어요."
,"you seem away with the fairies, are you listening?","너 정신이 나간 것 같아, 듣고 있어?"
,It's no good asking her to take care of the children - she's away with the fairies most of the time.,그녀에게 아이들을 돌보라고 하는 것은 소용이 없습니다. 그녀는 정신이 대부분 나가있습니다.
,"Much of the time, he is away with the fairies, lying in his room daydreaming.",그는 대부분 정신이 나가서 방에 누워 공상에 잠겨 있습니다.
,"The way he's behaving shows he's not stupid, he's just away with the fairies.",그의 행동은 그가 멍청하지 않다는 것을 보여줍니다. 그는 그냥 정신이 없었습니다.
,I think it's fair to say that she was away with the fairies at that time.,그때 요정들과 함께 자리를 비웠다고 해도 좋을 것 같습니다.
,"Whoever we appoint as the new manager needs to be a practical person, not away with the fairies.",우리가 새로운 매니저로 임명하는 사람은 정신이 없는 사람 말고 실용적인 사람이어야 합니다.
Back to square one,"If this suggestion isn’t accepted, we’ll be back to square one.",이 제안이 받아들여지지 않으면 우리는 원점으로 되돌아가게 될 것이다.
,He had nearly climbed the cliff before he slipped off. Now it's back to square one.,그는 미끄러지기 전에 절벽에 거의 올라갈 뻔했습니다. 이제 다시 원점으로 돌아왔습니다.
,"With our differences in the approach, we are back to square one.","접근 방식에 대한 이견으로, 우리는 원점으로 돌아왔습니다."
,"If we cannot persuade him, we'll be back to square one.",우리가 그를 설득하지 못하면 말짱 도로 아미타불이다.
,"Despite all the efforts, we are back to square one.",모든 노력에도 불구하고 우리 말짱 도로 아미타불이야.
Back to the drawing board,Back to the drawing board.,처음부터 다시 시작하자.
,"The committee rejected my proposal. Well, back to the drawing board.","위원회는 나의 제안을 거부했다. 자, 처음부터 다시 하자."
